Date,Open,High,Low,Close,Adj Close,Volume
2012-01-03,123.940002,124.529999,123.610001,123.629997,94.905090,7175100
2012-01-04,123.400002,124.050003,123.110001,123.970001,95.166084,7625200
2012-01-05,123.459999,124.110001,122.589996,123.949997,95.150749,8678900
2012-01-06,124.080002,124.080002,123.139999,123.529999,94.828339,7488600
2012-01-09,123.690002,123.910004,123.139999,123.660004,94.928101,5881800
2012-01-10,124.879997,125.000000,124.269997,124.379997,95.480789,5274400
2012-01-11,124.040001,124.449997,123.800003,124.290001,95.411736,4890300
2012-01-12,124.500000,124.669998,123.660004,124.529999,95.596024,5591300
2012-01-13,123.709999,124.160004,122.919998,124.160004,95.311974,6392100
2012-01-17,125.040001,125.570000,124.459999,124.620003,95.665077,5348800
2012-01-18,124.529999,125.720001,124.410004,125.620003,96.432701,6473000
2012-01-19,125.989998,126.180000,125.519997,126.169998,96.854965,8095300
2012-01-20,126.040001,126.959999,125.949997,126.959999,97.590591,6995400
2012-01-23,126.889999,127.360001,126.379997,126.809998,97.475258,5166800
2012-01-24,126.099998,126.550003,125.870003,126.430000,97.183159,4798200
2012-01-25,126.059998,127.519997,125.470001,127.250000,97.813454,9642500
2012-01-26,127.849998,128.130005,126.650002,127.059998,97.667412,5902300
2012-01-27,126.470001,126.760002,126.010002,126.449997,97.198570,6136400
2012-01-30,125.389999,126.309998,125.000000,126.230003,97.029419,5910600
2012-01-31,126.879997,126.919998,125.379997,126.070000,96.906441,5951700
2012-02-01,127.070000,127.589996,126.769997,126.910004,97.552094,9891000
2012-02-02,127.019997,127.160004,126.480003,126.839996,97.498314,4531500
2012-02-03,128.039993,128.490005,127.830002,128.369995,98.674400,8654000
2012-02-06,127.830002,128.190002,127.680000,128.119995,98.482246,3852400
2012-02-07,127.949997,128.759995,127.550003,128.509995,98.782028,5739300
2012-02-08,128.619995,128.800003,128.029999,128.710007,98.935730,4884400
2012-02-09,128.960007,129.119995,128.300003,128.759995,98.974174,5416600
2012-02-10,127.760002,127.919998,127.300003,127.849998,98.274635,6380600
2012-02-13,128.679993,128.770004,128.080002,128.589996,98.843506,4654100
2012-02-14,128.380005,128.690002,127.779999,128.660004,98.897270,5608500
2012-02-15,129.000000,129.039993,127.570000,127.860001,98.282341,9589200
2012-02-16,127.980003,129.179993,127.949997,129.070007,99.212502,8699000
2012-02-17,129.309998,129.389999,128.860001,129.229996,99.591591,5765200
2012-02-21,129.619995,129.750000,128.960007,129.350006,99.684097,6589200
2012-02-22,129.229996,129.500000,128.850006,129.139999,99.522247,6092200
2012-02-23,128.990005,129.690002,128.550003,129.580002,99.861305,12890500
2012-02-24,129.770004,129.899994,129.250000,129.619995,99.892151,3769100
2012-02-27,128.929993,130.039993,128.570007,129.660004,99.923019,5778600
2012-02-28,129.639999,130.039993,129.339996,129.860001,100.077118,4953700
2012-02-29,130.020004,130.369995,129.089996,129.289993,99.637833,7724200
2012-03-01,129.600006,130.160004,129.229996,129.570007,99.853653,6684300
2012-03-02,129.539993,129.789993,129.080002,129.550003,99.838203,3818700
2012-03-05,129.419998,129.589996,128.639999,129.419998,99.738037,5286400
2012-03-06,127.930000,129.460007,127.180000,127.449997,98.219810,14410100
2012-03-07,127.639999,128.449997,127.459999,128.229996,98.820999,5736200
2012-03-08,128.820007,129.270004,128.550003,128.919998,99.352745,4417000
2012-03-09,129.220001,129.589996,128.940002,129.149994,99.529930,6248400
2012-03-12,129.169998,129.669998,129.100006,129.460007,99.768852,5197000
2012-03-13,130.050003,131.770004,129.850006,131.679993,101.479706,8699500
2012-03-14,131.789993,132.169998,131.619995,131.880005,101.633804,5124600
2012-03-15,132.009995,132.490005,131.669998,132.410004,102.042305,5716900
2012-03-16,132.529999,132.610001,132.020004,132.050003,101.961212,5047200
2012-03-19,131.910004,132.399994,131.779999,132.070007,101.976654,4424000
2012-03-20,131.360001,131.699997,130.919998,131.380005,101.443848,5403700
2012-03-21,131.529999,131.610001,130.809998,130.990005,101.142754,5031900
2012-03-22,130.240005,130.550003,129.860001,130.169998,100.509575,6987900
2012-03-23,130.220001,130.710007,129.710007,130.600006,100.841629,4373300
2012-03-26,131.389999,132.139999,131.339996,132.089996,101.992104,4991500
2012-03-27,132.220001,132.350006,131.649994,131.669998,101.667786,5777300
2012-03-28,131.729996,131.860001,130.410004,130.979996,101.134995,5293700
2012-03-29,130.270004,131.240005,130.039993,131.130005,101.250839,4487400
2012-03-30,131.710007,131.970001,131.179993,131.800003,101.768181,4218500
2012-04-02,131.559998,132.679993,131.229996,132.300003,102.154266,8683800
2012-04-03,132.149994,132.399994,131.050003,131.669998,101.667786,6098700
2012-04-04,130.660004,130.770004,129.949997,130.509995,100.772118,10402500
2012-04-05,130.100006,130.710007,129.929993,130.389999,100.679474,4179800
2012-04-09,128.960007,129.589996,128.839996,129.119995,99.698853,5360200
2012-04-10,128.869995,129.070007,126.919998,127.010002,98.069595,12912700
2012-04-11,128.169998,128.289993,127.739998,127.849998,98.718216,5603300
2012-04-12,128.119995,129.789993,128.039993,129.720001,100.162125,7164600
2012-04-13,129.320007,129.360001,128.270004,128.399994,99.142883,8826800
2012-04-16,129.229996,129.699997,128.679993,129.070007,99.660255,7503100
2012-04-17,129.830002,131.130005,129.809998,130.940002,101.104141,6290900
2012-04-18,130.270004,130.800003,130.080002,130.149994,100.494118,5057100
2012-04-19,130.229996,130.669998,128.820007,129.539993,100.023140,8957000
2012-04-20,129.960007,130.529999,129.899994,129.979996,100.478424,5686800
